Mon Sep  5 04:00:00 UTC 2022 | FAIL
Mon Sep  5 04:08:28 UTC 2022 | 12.627 ms
Mon Sep  5 04:08:29 UTC 2022 | 12.562 ms
Mon Sep  5 04:08:30 UTC 2022 | 12.667 ms
Mon Sep  5 04:08:31 UTC 2022 | 12.455 ms
Mon Sep  5 04:08:32 UTC 2022 | 14.783 ms
Mon Sep  5 04:08:33 UTC 2022 | 12.817 ms
Mon Sep  5 04:08:34 UTC 2022 | 13.329 ms
Mon Sep  5 04:08:35 UTC 2022 | 12.569 ms
Mon Sep  5 04:08:36 UTC 2022 | 12.564 ms
Mon Sep  5 04:08:37 UTC 2022 | 11.611 ms
Mon Sep  5 04:08:38 UTC 2022 | 12.404 ms
Mon Sep  5 04:08:39 UTC 2022 | 12.477 ms
Mon Sep  5 04:08:40 UTC 2022 | 11.915 ms
Mon Sep  5 04:08:42 UTC 2022 | 12.488 ms
Mon Sep  5 04:08:43 UTC 2022 | 11.622 ms
Mon Sep  5 04:08:44 UTC 2022 | 12.829 ms
Mon Sep  5 04:08:45 UTC 2022 | 12.688 ms
Mon Sep  5 04:08:46 UTC 2022 | 12.966 ms
Mon Sep  5 04:08:47 UTC 2022 | 11.975 ms
Mon Sep  5 04:08:48 UTC 2022 | 12.903 ms
Mon Sep  5 04:08:49 UTC 2022 | 12.147 ms
Mon Sep  5 04:08:50 UTC 2022 | 12.981 ms
Mon Sep  5 04:08:51 UTC 2022 | 12.444 ms
Mon Sep  5 04:08:52 UTC 2022 | 11.951 ms
Mon Sep  5 04:08:53 UTC 2022 | 12.492 ms
Mon Sep  5 04:08:54 UTC 2022 | 15.268 ms
Mon Sep  5 04:08:55 UTC 2022 | 12.145 ms
Mon Sep  5 04:08:56 UTC 2022 | 13.127 ms
Mon Sep  5 04:08:57 UTC 2022 | 12.792 ms
Mon Sep  5 04:08:58 UTC 2022 | 12.480 ms
Mon Sep  5 04:08:59 UTC 2022 | 12.025 ms
Mon Sep  5 04:09:00 UTC 2022 | 12.595 ms
Mon Sep  5 04:09:01 UTC 2022 | 12.275 ms
Mon Sep  5 04:09:02 UTC 2022 | 12.328 ms
Mon Sep  5 04:09:04 UTC 2022 | 12.492 ms
Mon Sep  5 04:09:05 UTC 2022 | 12.430 ms
Mon Sep  5 04:09:06 UTC 2022 | 12.502 ms
Mon Sep  5 04:09:07 UTC 2022 | 12.511 ms
Mon Sep  5 04:09:08 UTC 2022 | 12.706 ms
Mon Sep  5 04:09:09 UTC 2022 | 12.336 ms
Mon Sep  5 04:09:10 UTC 2022 | 12.565 ms
Mon Sep  5 04:09:11 UTC 2022 | 12.290 ms
Mon Sep  5 04:09:12 UTC 2022 | 12.338 ms
Mon Sep  5 04:09:13 UTC 2022 | 12.732 ms
Mon Sep  5 04:09:14 UTC 2022 | 12.238 ms
Mon Sep  5 04:09:15 UTC 2022 | 12.619 ms
Mon Sep  5 04:09:16 UTC 2022 | 12.437 ms
Mon Sep  5 04:09:17 UTC 2022 | 14.978 ms
Mon Sep  5 04:09:18 UTC 2022 | 12.455 ms
Mon Sep  5 04:09:19 UTC 2022 | 12.943 ms
Mon Sep  5 04:09:20 UTC 2022 | 12.194 ms
Mon Sep  5 04:09:21 UTC 2022 | 13.183 ms
Mon Sep  5 04:09:22 UTC 2022 | 12.652 ms
Mon Sep  5 04:09:23 UTC 2022 | 11.652 ms
Mon Sep  5 04:09:24 UTC 2022 | 12.405 ms
Mon Sep  5 04:09:25 UTC 2022 | 12.751 ms
Mon Sep  5 04:09:26 UTC 2022 | 13.025 ms
Mon Sep  5 04:09:27 UTC 2022 | 12.116 ms
Mon Sep  5 04:09:29 UTC 2022 | 12.058 ms
Mon Sep  5 04:09:30 UTC 2022 | 13.019 ms
Mon Sep  5 04:09:31 UTC 2022 | 12.515 ms
Mon Sep  5 04:09:32 UTC 2022 | 13.909 ms
Mon Sep  5 04:09:33 UTC 2022 | 12.602 ms
Mon Sep  5 04:09:34 UTC 2022 | 12.829 ms
Mon Sep  5 04:09:35 UTC 2022 | 12.609 ms
Mon Sep  5 04:09:36 UTC 2022 | 12.508 ms
Mon Sep  5 04:09:37 UTC 2022 | 12.761 ms
Mon Sep  5 04:09:38 UTC 2022 | 12.571 ms
Mon Sep  5 04:09:39 UTC 2022 | 13.676 ms
Mon Sep  5 04:09:40 UTC 2022 | 12.989 ms
Mon Sep  5 04:09:41 UTC 2022 | 12.053 ms
Mon Sep  5 04:09:42 UTC 2022 | 12.567 ms
Mon Sep  5 04:09:43 UTC 2022 | 12.017 ms
Mon Sep  5 04:09:44 UTC 2022 | 12.255 ms
Mon Sep  5 04:09:45 UTC 2022 | 12.392 ms
Mon Sep  5 04:09:46 UTC 2022 | 12.540 ms
Mon Sep  5 04:09:47 UTC 2022 | 12.158 ms
Mon Sep  5 04:09:48 UTC 2022 | 12.739 ms
Mon Sep  5 04:09:49 UTC 2022 | 12.162 ms
Mon Sep  5 04:09:50 UTC 2022 | 12.059 ms
Mon Sep  5 04:09:51 UTC 2022 | 12.850 ms
Mon Sep  5 04:09:53 UTC 2022 | 12.191 ms
Mon Sep  5 04:09:54 UTC 2022 | 12.604 ms
Mon Sep  5 04:09:55 UTC 2022 | 11.577 ms
Mon Sep  5 04:09:56 UTC 2022 | 12.348 ms
Mon Sep  5 04:09:57 UTC 2022 | 11.896 ms
Mon Sep  5 04:09:58 UTC 2022 | 12.211 ms
Mon Sep  5 04:09:59 UTC 2022 | 13.035 ms
Mon Sep  5 04:10:00 UTC 2022 | 12.638 ms
Mon Sep  5 04:10:01 UTC 2022 | 12.277 ms
Mon Sep  5 04:10:02 UTC 2022 | 12.756 ms
Mon Sep  5 04:10:03 UTC 2022 | 11.793 ms
Mon Sep  5 04:10:04 UTC 2022 | 12.949 ms
Mon Sep  5 04:10:05 UTC 2022 | 12.335 ms
Mon Sep  5 04:10:06 UTC 2022 | 11.799 ms
Mon Sep  5 04:10:07 UTC 2022 | 12.234 ms
Mon Sep  5 04:10:08 UTC 2022 | 12.476 ms
Mon Sep  5 04:10:09 UTC 2022 | 11.993 ms
Mon Sep  5 04:10:10 UTC 2022 | 15.285 ms
Mon Sep  5 04:10:11 UTC 2022 | 12.633 ms
Mon Sep  5 04:10:12 UTC 2022 | 13.129 ms
Mon Sep  5 04:10:13 UTC 2022 | 11.922 ms
Mon Sep  5 04:10:14 UTC 2022 | 11.931 ms
Mon Sep  5 04:10:15 UTC 2022 | 13.423 ms
Mon Sep  5 04:10:17 UTC 2022 | 11.930 ms
Mon Sep  5 04:10:18 UTC 2022 | 12.450 ms
Mon Sep  5 04:10:19 UTC 2022 | 11.799 ms
Mon Sep  5 04:10:20 UTC 2022 | 11.792 ms
Mon Sep  5 04:10:21 UTC 2022 | 12.062 ms
Mon Sep  5 04:10:22 UTC 2022 | 12.175 ms
Mon Sep  5 04:10:23 UTC 2022 | 13.306 ms
Mon Sep  5 04:10:24 UTC 2022 | 12.632 ms
Mon Sep  5 04:10:25 UTC 2022 | 12.088 ms
Mon Sep  5 04:10:26 UTC 2022 | 12.546 ms
Mon Sep  5 04:10:27 UTC 2022 | 11.998 ms
Mon Sep  5 04:10:28 UTC 2022 | 13.064 ms
Mon Sep  5 04:10:29 UTC 2022 | 14.136 ms
Mon Sep  5 04:10:30 UTC 2022 | 12.116 ms
Mon Sep  5 04:10:31 UTC 2022 | 12.304 ms
Mon Sep  5 04:10:32 UTC 2022 | 14.022 ms
Mon Sep  5 04:10:33 UTC 2022 | 12.465 ms
Mon Sep  5 04:10:34 UTC 2022 | 12.234 ms
Mon Sep  5 04:10:35 UTC 2022 | 12.762 ms
Mon Sep  5 04:10:36 UTC 2022 | 12.029 ms
Mon Sep  5 04:10:37 UTC 2022 | 12.932 ms
Mon Sep  5 04:10:38 UTC 2022 | 12.387 ms
Mon Sep  5 04:10:40 UTC 2022 | 12.491 ms
Mon Sep  5 04:10:41 UTC 2022 | 14.602 ms
Mon Sep  5 04:10:42 UTC 2022 | 12.900 ms
Mon Sep  5 04:10:43 UTC 2022 | 12.906 ms
Mon Sep  5 04:10:44 UTC 2022 | 12.207 ms
Mon Sep  5 04:10:45 UTC 2022 | 11.906 ms
Mon Sep  5 04:10:46 UTC 2022 | 12.329 ms
Mon Sep  5 04:10:47 UTC 2022 | 12.642 ms
Mon Sep  5 04:10:48 UTC 2022 | 26.592 ms
Mon Sep  5 04:10:49 UTC 2022 | FAIL
Mon Sep  5 04:11:00 UTC 2022 | 177.515 ms
Mon Sep  5 04:11:01 UTC 2022 | 194.668 ms
Mon Sep  5 04:11:02 UTC 2022 | 12.185 ms
Mon Sep  5 04:11:03 UTC 2022 | 13.355 ms
Mon Sep  5 04:11:04 UTC 2022 | 12.657 ms
Mon Sep  5 04:11:06 UTC 2022 | 13.987 ms
Mon Sep  5 04:11:07 UTC 2022 | 12.510 ms
Mon Sep  5 04:11:08 UTC 2022 | 21.350 ms
Mon Sep  5 04:11:09 UTC 2022 | 13.240 ms
Mon Sep  5 04:11:10 UTC 2022 | 12.480 ms
Mon Sep  5 04:11:11 UTC 2022 | 12.887 ms
Mon Sep  5 04:11:12 UTC 2022 | 12.141 ms
Mon Sep  5 04:11:13 UTC 2022 | 16.278 ms
Mon Sep  5 04:11:14 UTC 2022 | 13.843 ms
Mon Sep  5 04:11:15 UTC 2022 | 12.111 ms
Mon Sep  5 04:11:16 UTC 2022 | 17.616 ms
Mon Sep  5 04:11:17 UTC 2022 | 13.133 ms
Mon Sep  5 04:11:18 UTC 2022 | 12.284 ms
Mon Sep  5 04:11:19 UTC 2022 | 14.995 ms
Mon Sep  5 04:11:20 UTC 2022 | 12.143 ms
Mon Sep  5 04:11:21 UTC 2022 | 11.842 ms
Mon Sep  5 04:11:22 UTC 2022 | 11.941 ms
Mon Sep  5 04:11:23 UTC 2022 | 12.719 ms
Mon Sep  5 04:11:24 UTC 2022 | 11.553 ms
Mon Sep  5 04:11:25 UTC 2022 | 12.061 ms
Mon Sep  5 04:11:26 UTC 2022 | 12.231 ms
Mon Sep  5 04:11:28 UTC 2022 | 11.547 ms
Mon Sep  5 04:11:29 UTC 2022 | 12.028 ms
Mon Sep  5 04:11:30 UTC 2022 | 11.966 ms
Mon Sep  5 04:11:31 UTC 2022 | 12.014 ms
Mon Sep  5 04:11:32 UTC 2022 | 12.154 ms
Mon Sep  5 04:11:33 UTC 2022 | 12.178 ms
Mon Sep  5 04:11:34 UTC 2022 | 12.501 ms
Mon Sep  5 04:11:35 UTC 2022 | 11.857 ms
Mon Sep  5 04:11:36 UTC 2022 | 12.007 ms
Mon Sep  5 04:11:37 UTC 2022 | 12.801 ms
Mon Sep  5 04:11:38 UTC 2022 | 13.018 ms
Mon Sep  5 04:11:39 UTC 2022 | 13.129 ms
Mon Sep  5 04:11:40 UTC 2022 | 12.812 ms
Mon Sep  5 04:11:41 UTC 2022 | 14.388 ms
Mon Sep  5 04:11:42 UTC 2022 | 12.492 ms
Mon Sep  5 04:11:43 UTC 2022 | 12.659 ms
Mon Sep  5 04:11:44 UTC 2022 | 12.018 ms
Mon Sep  5 04:11:45 UTC 2022 | 12.545 ms
Mon Sep  5 04:11:46 UTC 2022 | 12.621 ms
Mon Sep  5 04:11:47 UTC 2022 | 12.921 ms
Mon Sep  5 04:11:49 UTC 2022 | 14.984 ms
Mon Sep  5 04:11:50 UTC 2022 | 12.990 ms
Mon Sep  5 04:11:51 UTC 2022 | 24.544 ms
Mon Sep  5 04:11:52 UTC 2022 | 13.282 ms
Mon Sep  5 04:11:53 UTC 2022 | 12.939 ms
Mon Sep  5 04:11:54 UTC 2022 | 12.644 ms
Mon Sep  5 04:11:55 UTC 2022 | 12.385 ms
Mon Sep  5 04:11:56 UTC 2022 | 12.162 ms
Mon Sep  5 04:11:57 UTC 2022 | 13.482 ms
Mon Sep  5 04:11:58 UTC 2022 | 15.458 ms
Mon Sep  5 04:11:59 UTC 2022 | 14.427 ms
Mon Sep  5 04:12:00 UTC 2022 | 12.863 ms
Mon Sep  5 04:12:01 UTC 2022 | 12.376 ms
Mon Sep  5 04:12:02 UTC 2022 | 14.897 ms
Mon Sep  5 04:12:03 UTC 2022 | 12.759 ms
Mon Sep  5 04:12:04 UTC 2022 | 11.978 ms
Mon Sep  5 04:12:05 UTC 2022 | 11.785 ms
Mon Sep  5 04:12:06 UTC 2022 | 12.565 ms
Mon Sep  5 04:12:07 UTC 2022 | 12.730 ms
Mon Sep  5 04:12:08 UTC 2022 | 12.306 ms
Mon Sep  5 04:12:09 UTC 2022 | 12.748 ms
Mon Sep  5 04:12:10 UTC 2022 | 12.803 ms
Mon Sep  5 04:12:12 UTC 2022 | 11.915 ms
Mon Sep  5 04:12:13 UTC 2022 | 12.615 ms
Mon Sep  5 04:12:14 UTC 2022 | 17.149 ms
Mon Sep  5 04:12:15 UTC 2022 | 12.262 ms
Mon Sep  5 04:12:16 UTC 2022 | 13.039 ms
Mon Sep  5 04:12:17 UTC 2022 | 12.493 ms
Mon Sep  5 04:12:18 UTC 2022 | 12.039 ms
Mon Sep  5 04:12:19 UTC 2022 | 13.205 ms
Mon Sep  5 04:12:20 UTC 2022 | 12.064 ms
Mon Sep  5 04:12:21 UTC 2022 | 12.567 ms
Mon Sep  5 04:12:22 UTC 2022 | 12.654 ms
Mon Sep  5 04:12:23 UTC 2022 | 11.940 ms
Mon Sep  5 04:12:24 UTC 2022 | 12.152 ms
Mon Sep  5 04:12:25 UTC 2022 | 11.992 ms
Mon Sep  5 04:12:26 UTC 2022 | 12.562 ms
Mon Sep  5 04:12:27 UTC 2022 | 13.515 ms
Mon Sep  5 04:12:28 UTC 2022 | 12.730 ms
Mon Sep  5 04:12:29 UTC 2022 | 12.602 ms
Mon Sep  5 04:12:30 UTC 2022 | 12.571 ms
Mon Sep  5 04:12:31 UTC 2022 | 11.877 ms
Mon Sep  5 04:12:32 UTC 2022 | 13.059 ms
Mon Sep  5 04:12:34 UTC 2022 | 12.279 ms
Mon Sep  5 04:12:35 UTC 2022 | 12.842 ms
Mon Sep  5 04:12:36 UTC 2022 | 12.215 ms
Mon Sep  5 04:12:37 UTC 2022 | 12.925 ms
Mon Sep  5 04:12:38 UTC 2022 | 16.219 ms
Mon Sep  5 04:12:39 UTC 2022 | 12.228 ms
Mon Sep  5 04:12:40 UTC 2022 | 12.216 ms
Mon Sep  5 04:12:41 UTC 2022 | 12.154 ms
Mon Sep  5 04:12:42 UTC 2022 | 12.382 ms
Mon Sep  5 04:12:43 UTC 2022 | 12.791 ms
Mon Sep  5 04:12:44 UTC 2022 | 12.136 ms
Mon Sep  5 04:12:45 UTC 2022 | 12.305 ms
Mon Sep  5 04:12:46 UTC 2022 | 12.789 ms
Mon Sep  5 04:12:47 UTC 2022 | 14.152 ms
Mon Sep  5 04:12:48 UTC 2022 | 12.631 ms
Mon Sep  5 04:12:49 UTC 2022 | 12.148 ms
Mon Sep  5 04:12:50 UTC 2022 | 11.973 ms
Mon Sep  5 04:12:51 UTC 2022 | 11.911 ms
Mon Sep  5 04:12:52 UTC 2022 | 12.252 ms
Mon Sep  5 04:12:53 UTC 2022 | 12.490 ms
Mon Sep  5 04:12:54 UTC 2022 | 12.534 ms
Mon Sep  5 04:12:55 UTC 2022 | 12.799 ms
Mon Sep  5 04:12:57 UTC 2022 | 13.896 ms
Mon Sep  5 04:12:58 UTC 2022 | 12.026 ms
Mon Sep  5 04:12:59 UTC 2022 | 13.468 ms
Mon Sep  5 04:13:00 UTC 2022 | 12.786 ms
Mon Sep  5 04:13:01 UTC 2022 | 12.245 ms
Mon Sep  5 04:13:02 UTC 2022 | 12.637 ms
Mon Sep  5 04:13:03 UTC 2022 | 13.444 ms
Mon Sep  5 04:13:04 UTC 2022 | 13.089 ms
Mon Sep  5 04:13:05 UTC 2022 | 78.668 ms
Mon Sep  5 04:13:06 UTC 2022 | 366.000 ms
Mon Sep  5 04:13:07 UTC 2022 | 17.883 ms
Mon Sep  5 04:13:08 UTC 2022 | 11.877 ms
Mon Sep  5 04:13:09 UTC 2022 | 202.028 ms
Mon Sep  5 04:13:11 UTC 2022 | 12.388 ms
Mon Sep  5 04:13:12 UTC 2022 | 50.525 ms
Mon Sep  5 04:13:13 UTC 2022 | 28.921 ms
Mon Sep  5 04:13:14 UTC 2022 | 12.015 ms
Mon Sep  5 04:13:15 UTC 2022 | 13.292 ms
Mon Sep  5 04:13:16 UTC 2022 | 14.340 ms
Mon Sep  5 04:13:17 UTC 2022 | 12.341 ms
Mon Sep  5 04:13:18 UTC 2022 | 12.581 ms
Mon Sep  5 04:13:19 UTC 2022 | 13.320 ms
Mon Sep  5 04:13:20 UTC 2022 | 22.432 ms
Mon Sep  5 04:13:21 UTC 2022 | 12.273 ms
Mon Sep  5 04:13:22 UTC 2022 | 270.765 ms
Mon Sep  5 04:13:24 UTC 2022 | 55.978 ms
Mon Sep  5 04:13:25 UTC 2022 | 12.947 ms
Mon Sep  5 04:13:26 UTC 2022 | 12.917 ms
Mon Sep  5 04:13:27 UTC 2022 | 11.715 ms
Mon Sep  5 04:13:28 UTC 2022 | 12.895 ms
Mon Sep  5 04:13:29 UTC 2022 | 11.497 ms
Mon Sep  5 04:13:30 UTC 2022 | 11.709 ms
Mon Sep  5 04:13:31 UTC 2022 | 19.349 ms
Mon Sep  5 04:13:32 UTC 2022 | 11.753 ms
Mon Sep  5 04:13:33 UTC 2022 | 11.869 ms
Mon Sep  5 04:13:34 UTC 2022 | 12.211 ms
Mon Sep  5 04:13:35 UTC 2022 | 12.139 ms
Mon Sep  5 04:13:36 UTC 2022 | 11.985 ms
Mon Sep  5 04:13:37 UTC 2022 | 13.412 ms
Mon Sep  5 04:13:38 UTC 2022 | 11.641 ms
Mon Sep  5 04:13:39 UTC 2022 | 126.479 ms
Mon Sep  5 04:13:41 UTC 2022 | 11.827 ms
Mon Sep  5 04:13:42 UTC 2022 | 11.618 ms
Mon Sep  5 04:13:43 UTC 2022 | 12.348 ms
Mon Sep  5 04:13:44 UTC 2022 | 11.378 ms
Mon Sep  5 04:13:45 UTC 2022 | 12.395 ms
Mon Sep  5 04:13:46 UTC 2022 | 12.257 ms
Mon Sep  5 04:13:47 UTC 2022 | 11.548 ms
Mon Sep  5 04:13:48 UTC 2022 | 12.378 ms
Mon Sep  5 04:13:49 UTC 2022 | 12.564 ms
Mon Sep  5 04:13:50 UTC 2022 | 12.055 ms
Mon Sep  5 04:13:51 UTC 2022 | 11.899 ms
Mon Sep  5 04:13:52 UTC 2022 | 11.508 ms
Mon Sep  5 04:13:53 UTC 2022 | 12.297 ms
Mon Sep  5 04:13:54 UTC 2022 | 12.003 ms
Mon Sep  5 04:13:55 UTC 2022 | 434.332 ms
Mon Sep  5 04:13:57 UTC 2022 | 12.470 ms
Mon Sep  5 04:13:58 UTC 2022 | 11.872 ms
Mon Sep  5 04:13:59 UTC 2022 | 11.719 ms
Mon Sep  5 04:14:00 UTC 2022 | 11.469 ms
Mon Sep  5 04:14:01 UTC 2022 | 11.733 ms
Mon Sep  5 04:14:02 UTC 2022 | 12.133 ms
Mon Sep  5 04:14:03 UTC 2022 | 12.294 ms
Mon Sep  5 04:14:04 UTC 2022 | 11.824 ms
Mon Sep  5 04:14:05 UTC 2022 | 12.961 ms
Mon Sep  5 04:14:06 UTC 2022 | 11.435 ms
Mon Sep  5 04:14:07 UTC 2022 | 12.143 ms
Mon Sep  5 04:14:08 UTC 2022 | 13.092 ms
Mon Sep  5 04:14:09 UTC 2022 | 11.263 ms
Mon Sep  5 04:14:10 UTC 2022 | 11.836 ms
Mon Sep  5 04:14:11 UTC 2022 | 11.610 ms
Mon Sep  5 04:14:12 UTC 2022 | 11.774 ms
Mon Sep  5 04:14:13 UTC 2022 | 11.705 ms
Mon Sep  5 04:14:14 UTC 2022 | 12.395 ms
Mon Sep  5 04:14:15 UTC 2022 | 12.183 ms
Mon Sep  5 04:14:16 UTC 2022 | 11.913 ms
Mon Sep  5 04:14:17 UTC 2022 | 11.808 ms
Mon Sep  5 04:14:18 UTC 2022 | 11.780 ms
Mon Sep  5 04:14:20 UTC 2022 | 12.068 ms
Mon Sep  5 04:14:21 UTC 2022 | 12.204 ms
Mon Sep  5 04:14:22 UTC 2022 | 12.450 ms
Mon Sep  5 04:14:23 UTC 2022 | 11.648 ms
Mon Sep  5 04:14:24 UTC 2022 | 12.073 ms
Mon Sep  5 04:14:25 UTC 2022 | 11.628 ms
Mon Sep  5 04:14:26 UTC 2022 | 12.218 ms
Mon Sep  5 04:14:27 UTC 2022 | 11.720 ms
Mon Sep  5 04:14:28 UTC 2022 | 11.428 ms
Mon Sep  5 04:14:29 UTC 2022 | 11.965 ms
Mon Sep  5 04:14:30 UTC 2022 | 12.127 ms
Mon Sep  5 04:14:31 UTC 2022 | 11.732 ms
Mon Sep  5 04:14:32 UTC 2022 | 11.510 ms
Mon Sep  5 04:14:33 UTC 2022 | 11.332 ms
Mon Sep  5 04:14:34 UTC 2022 | 11.873 ms
Mon Sep  5 04:14:35 UTC 2022 | 11.754 ms
Mon Sep  5 04:14:36 UTC 2022 | 11.466 ms
Mon Sep  5 04:14:37 UTC 2022 | 11.595 ms
Mon Sep  5 04:14:38 UTC 2022 | 12.283 ms
Mon Sep  5 04:14:39 UTC 2022 | 12.393 ms
Mon Sep  5 04:14:40 UTC 2022 | 11.387 ms
Mon Sep  5 04:14:41 UTC 2022 | 11.337 ms
Mon Sep  5 04:14:43 UTC 2022 | 11.838 ms
Mon Sep  5 04:14:44 UTC 2022 | 12.128 ms
Mon Sep  5 04:14:45 UTC 2022 | 11.690 ms
Mon Sep  5 04:14:46 UTC 2022 | 15.091 ms
Mon Sep  5 04:14:47 UTC 2022 | 12.287 ms
Mon Sep  5 04:14:48 UTC 2022 | 12.762 ms
Mon Sep  5 04:14:49 UTC 2022 | 13.141 ms
Mon Sep  5 04:14:50 UTC 2022 | 12.598 ms
Mon Sep  5 04:14:51 UTC 2022 | 11.903 ms
Mon Sep  5 04:14:52 UTC 2022 | 15.486 ms
Mon Sep  5 04:14:53 UTC 2022 | 11.604 ms
Mon Sep  5 04:14:54 UTC 2022 | 12.185 ms
Mon Sep  5 04:14:55 UTC 2022 | 12.285 ms
Mon Sep  5 04:14:56 UTC 2022 | 11.381 ms
Mon Sep  5 04:14:57 UTC 2022 | 12.920 ms
Mon Sep  5 04:14:58 UTC 2022 | 12.369 ms
Mon Sep  5 04:14:59 UTC 2022 | 11.991 ms
Mon Sep  5 04:15:00 UTC 2022 | 11.930 ms
Mon Sep  5 04:15:01 UTC 2022 | 11.491 ms
Mon Sep  5 04:15:02 UTC 2022 | 12.061 ms
Mon Sep  5 04:15:03 UTC 2022 | 11.440 ms
Mon Sep  5 04:15:04 UTC 2022 | 11.883 ms
Mon Sep  5 04:15:06 UTC 2022 | 11.950 ms
Mon Sep  5 04:15:07 UTC 2022 | 11.424 ms
Mon Sep  5 04:15:08 UTC 2022 | 13.763 ms
Mon Sep  5 04:15:09 UTC 2022 | 11.295 ms
Mon Sep  5 04:15:10 UTC 2022 | 11.646 ms
Mon Sep  5 04:15:11 UTC 2022 | 12.803 ms
Mon Sep  5 04:15:12 UTC 2022 | 11.865 ms
Mon Sep  5 04:15:13 UTC 2022 | 11.721 ms
Mon Sep  5 04:15:14 UTC 2022 | 12.490 ms
Mon Sep  5 04:15:15 UTC 2022 | 11.981 ms
Mon Sep  5 04:15:16 UTC 2022 | 11.591 ms
Mon Sep  5 04:15:17 UTC 2022 | 11.525 ms
Mon Sep  5 04:15:18 UTC 2022 | 31.228 ms
Mon Sep  5 04:15:19 UTC 2022 | 11.996 ms
Mon Sep  5 04:15:20 UTC 2022 | 11.512 ms
Mon Sep  5 04:15:21 UTC 2022 | 12.971 ms
Mon Sep  5 04:15:22 UTC 2022 | 12.001 ms
Mon Sep  5 04:15:23 UTC 2022 | 11.899 ms
Mon Sep  5 04:15:24 UTC 2022 | 11.832 ms
Mon Sep  5 04:15:25 UTC 2022 | 14.313 ms
Mon Sep  5 04:15:26 UTC 2022 | 12.378 ms
Mon Sep  5 04:15:27 UTC 2022 | 12.242 ms
Mon Sep  5 04:15:29 UTC 2022 | 11.673 ms
Mon Sep  5 04:15:30 UTC 2022 | 11.550 ms
Mon Sep  5 04:15:31 UTC 2022 | 12.293 ms
Mon Sep  5 04:15:32 UTC 2022 | 11.390 ms
Mon Sep  5 04:15:33 UTC 2022 | 11.970 ms
Mon Sep  5 04:15:34 UTC 2022 | 11.138 ms
Mon Sep  5 04:15:35 UTC 2022 | 11.490 ms
Mon Sep  5 04:15:36 UTC 2022 | 12.140 ms
Mon Sep  5 04:15:37 UTC 2022 | 11.681 ms
Mon Sep  5 04:15:38 UTC 2022 | 11.748 ms
Mon Sep  5 04:15:39 UTC 2022 | 11.784 ms
Mon Sep  5 04:15:40 UTC 2022 | 11.559 ms
Mon Sep  5 04:15:41 UTC 2022 | 12.629 ms
Mon Sep  5 04:15:42 UTC 2022 | 12.352 ms
Mon Sep  5 04:15:43 UTC 2022 | 11.855 ms
Mon Sep  5 04:15:44 UTC 2022 | 11.288 ms
Mon Sep  5 04:15:45 UTC 2022 | 12.001 ms
Mon Sep  5 04:15:46 UTC 2022 | 11.861 ms
Mon Sep  5 04:15:47 UTC 2022 | 12.054 ms
Mon Sep  5 04:15:48 UTC 2022 | 11.233 ms
Mon Sep  5 04:15:49 UTC 2022 | 11.715 ms
Mon Sep  5 04:15:50 UTC 2022 | 12.187 ms
Mon Sep  5 04:15:51 UTC 2022 | 12.373 ms
Mon Sep  5 04:15:53 UTC 2022 | 11.583 ms
Mon Sep  5 04:15:54 UTC 2022 | 12.427 ms
Mon Sep  5 04:15:55 UTC 2022 | 12.147 ms
Mon Sep  5 04:15:56 UTC 2022 | 11.525 ms
Mon Sep  5 04:15:57 UTC 2022 | 12.718 ms
Mon Sep  5 04:15:58 UTC 2022 | 11.659 ms
Mon Sep  5 04:15:59 UTC 2022 | 12.244 ms
Mon Sep  5 04:16:00 UTC 2022 | 11.973 ms
Mon Sep  5 04:16:01 UTC 2022 | 12.931 ms
Mon Sep  5 04:16:02 UTC 2022 | 11.950 ms
Mon Sep  5 04:16:03 UTC 2022 | 13.895 ms
Mon Sep  5 04:16:04 UTC 2022 | 11.255 ms
Mon Sep  5 04:16:05 UTC 2022 | 11.961 ms
Mon Sep  5 04:16:06 UTC 2022 | 11.521 ms
Mon Sep  5 04:16:07 UTC 2022 | 11.975 ms
Mon Sep  5 04:16:08 UTC 2022 | 12.014 ms
Mon Sep  5 04:16:09 UTC 2022 | 11.612 ms
Mon Sep  5 04:16:10 UTC 2022 | 14.292 ms
Mon Sep  5 04:16:11 UTC 2022 | 12.554 ms
Mon Sep  5 04:16:12 UTC 2022 | 13.013 ms
Mon Sep  5 04:16:13 UTC 2022 | 13.910 ms
Mon Sep  5 04:16:15 UTC 2022 | 11.527 ms
Mon Sep  5 04:16:16 UTC 2022 | 12.881 ms
Mon Sep  5 04:16:17 UTC 2022 | 12.160 ms
Mon Sep  5 04:16:18 UTC 2022 | 13.839 ms
Mon Sep  5 04:16:19 UTC 2022 | 11.844 ms
Mon Sep  5 04:16:20 UTC 2022 | 11.369 ms
Mon Sep  5 04:16:21 UTC 2022 | 11.774 ms
Mon Sep  5 04:16:22 UTC 2022 | 12.058 ms
Mon Sep  5 04:16:23 UTC 2022 | 11.733 ms
Mon Sep  5 04:16:24 UTC 2022 | 12.116 ms
Mon Sep  5 04:16:25 UTC 2022 | 11.595 ms
Mon Sep  5 04:16:26 UTC 2022 | 11.945 ms
Mon Sep  5 04:16:27 UTC 2022 | 11.845 ms
Mon Sep  5 04:16:28 UTC 2022 | 11.914 ms
Mon Sep  5 04:16:29 UTC 2022 | 11.659 ms
